branch,sub_branch,region,entity_category,year,entity,entity_inception_year,event_type,target,round_or_event,amount_usd,role,notes,source_url
"investing in AI","corporate bets","US","company",2023,"Google",1998,"strategic_investment","Anthropic","Commitment","2000000000","participant","Google committed up to $2B to Anthropic, deepening the cloud and model alliance.","https://www.cnbc.com/2023/10/27/google-commits-to-invest-2-billion-in-openai-competitor-anthropic.html"
"investing in AI","corporate bets","US","company",2023,"Amazon",1994,"strategic_investment","Anthropic","Initial investment","4000000000","lead","Amazon's first Anthropic commitment tied capital to AWS and Trainium adoption.","https://www.axios.com/2023/09/25/amazon-anthropic-ai-investment-billions"
"investing in AI","corporate bets","US","company",2023,"Salesforce",1999,"strategic_investment","Hugging Face","Series D","235000000","participant","Salesforce joined the Hugging Face round as open AI tooling became strategic enterprise infrastructure.","https://techcrunch.com/2023/08/24/hugging-face-raises-235m-from-investors-including-salesforce-and-nvidia/"
"investing in AI","corporate bets","US","company",2023,"NVIDIA",1993,"strategic_investment","Hugging Face","Series D","235000000","participant","NVIDIA joined the Hugging Face round to stay close to the open-model developer ecosystem.","https://techcrunch.com/2023/08/24/hugging-face-raises-235m-from-investors-including-salesforce-and-nvidia/"
"investing in AI","corporate bets","US","company",2023,"Google",1998,"strategic_investment","Hugging Face","Series D","235000000","participant","Google joined the Hugging Face financing alongside multiple model-era strategics.","https://techcrunch.com/2023/08/24/hugging-face-raises-235m-from-investors-including-salesforce-and-nvidia/"
"investing in AI","corporate bets","US","company",2023,"Amazon",1994,"strategic_investment","Hugging Face","Series D","235000000","participant","Amazon backed Hugging Face while competing for mindshare in the AI developer stack.","https://techcrunch.com/2023/08/24/hugging-face-raises-235m-from-investors-including-salesforce-and-nvidia/"
"investing in AI","corporate bets","US","company",2024,"Amazon",1994,"strategic_investment","Anthropic","Follow-on investment","4000000000","lead","Amazon doubled its Anthropic commitment, bringing the total to $8B.","https://www.pymnts.com/news/investment-tracker/2024/amazon-increases-total-investment-artificial-intelligence-startup-anthropic-8-billion-dollars"
"investing in AI","corporate bets","US","company",2024,"Apple",1976,"strategic_partnership","OpenAI","Apple Intelligence partnership","","partner","Apple tied its consumer AI rollout to OpenAI for select Apple Intelligence capabilities.","https://www.apple.com/newsroom/2024/06/introducing-apple-intelligence-for-iphone-ipad-and-mac/"
"investing in AI","corporate bets","US","company",2024,"Meta",2004,"strategic_capex","Llama and AI infrastructure","Model and infra push","","operator","Meta accelerated spending around open models, training clusters, and AI products rather than minority startup stakes.","https://about.fb.com/news/2024/04/introducing-meta-llama-3/"
"investing in AI","corporate bets","US","company",2025,"Meta",2004,"strategic_investment","Scale AI","Strategic investment","14300000000","lead","Meta invested $14.3B in Scale AI and tightened the commercial relationship around data and superintelligence efforts.","https://www.investing.com/news/stock-market-news/factboxmetas-scale-ai-stake-buyout-spotlights-other-major-deals-amid-regulatory-risks-4094297"
"investing in AI","corporate bets","Japan","company",2025,"SoftBank Group",1981,"strategic_investment","OpenAI","Funding round","40000000000","lead","SoftBank committed up to $40B to OpenAI, one of the largest corporate AI bets ever made.","https://group.softbank/en/news/press/20250401"
"investing in AI","corporate bets","US","company",2025,"Oracle",1977,"strategic_partnership","OpenAI / Stargate","Infrastructure agreement","300000000000","partner","Oracle and OpenAI agreed to develop up to 4.5 gigawatts of additional Stargate capacity; OpenAI described the partnership scale as exceeding $300B over five years.","https://openai.com/index/stargate-advances-with-partnership-with-oracle/"
"investing in AI","corporate bets","US","company",2025,"NVIDIA",1993,"strategic_investment","OpenAI","Letter of intent","100000000000","participant","NVIDIA said it intends to invest up to $100B in OpenAI progressively as infrastructure is deployed.","https://nvidianews.nvidia.com/news/openai-and-nvidia-announce-strategic-partnership-to-deploy-10gw-of-nvidia-systems/?ncid=so-twit-881256"
