branch,sub_branch,region,entity_category,year,entity,entity_inception_year,event_type,target,round_or_event,amount_usd,role,notes,source_url
"using AI","science","US","application",2023,"MatterGen",2023,"entity_inception","","System introduced","","","Generative AI system for materials science discovery.","https://www.microsoft.com/en-us/research/blog/mattergen/"
"using AI","robotics & physical AI","US","application",2022,"Figure AI",2022,"entity_inception","","Company founded","","","Humanoid robotics company built around general-purpose embodied intelligence.","https://www.figure.ai/"
"using AI","robotics & physical AI","US","application",2024,"Physical Intelligence",2024,"entity_inception","","Company founded","","","Research and product company focused on generalist robot foundation models.","https://www.physicalintelligence.company/"
"using AI","autonomous driving","US","application",2009,"Waymo",2009,"entity_inception","","Company launched","","","Most mature large-scale autonomous driving deployment in the U.S.","https://waymo.com/"
"using AI","autonomous driving","US","application",2003,"Tesla Full Self-Driving",2003,"entity_inception","","Product stack active","","","High-visibility consumer autonomy stack shaping public expectations about driving AI.","https://www.tesla.com/autopilot"
"using AI","space exploration","US","application",1958,"NASA JPL autonomy",1958,"entity_inception","","Program active","","","Robotics, planning, and autonomy systems used in planetary exploration.","https://www.jpl.nasa.gov/"
"using AI","space exploration","US","application",2010,"Planet Labs",2010,"entity_inception","","Company founded","","","Satellite imagery company using AI for earth observation and analysis.","https://www.planet.com/"
"using AI","education","US","application",2023,"Khanmigo",2023,"entity_inception","","Product launched","","","One of the most visible AI tutoring products.","https://www.khanacademy.org/khan-labs"
"using AI","education","US","application",2023,"Duolingo Max",2023,"entity_inception","","Product launched","","","LLM-enhanced language learning product.","https://blog.duolingo.com/duolingo-max/"
"using AI","law","US","application",2022,"Harvey",2022,"entity_inception","","Company founded","","","Flagship vertical AI company for legal work.","https://www.harvey.ai/"
"using AI","law","US","application",2023,"CoCounsel",2023,"entity_inception","","Product launched","","","Legal AI assistant product from Casetext/Thomson Reuters.","https://legal.thomsonreuters.com/en/products/cocounsel"
"using AI","finance & trading","US","application",2023,"BloombergGPT",2023,"entity_inception","","Model introduced","","","Finance-specific LLM developed for Bloomberg workflows.","https://www.bloomberg.com/company/press/bloomberggpt-50-billion-parameter-llm-tuned-finance/"
"using AI","finance & trading","US","application",2018,"Kensho",2018,"entity_inception","","Company founded","","","AI company focused on financial intelligence and enterprise analytics.","https://www.kensho.com/"
"using AI","agriculture","US","application",2017,"John Deere See & Spray",2017,"entity_inception","","System launched","","","Computer-vision precision agriculture system for targeted spraying.","https://www.deere.com/en/sprayers/see-spray/"
"using AI","agriculture","US","application",2017,"Blue River Technology",2017,"entity_inception","","Company acquired","","","AI and computer vision company for agricultural robotics and precision spraying.","https://www.bluerivertechnology.com/"
"using AI","manufacturing","Germany","application",2024,"Siemens Industrial Copilot",2024,"entity_inception","","Product launched","","","AI copilot for industrial engineering and manufacturing workflows.","https://www.siemens.com/global/en/company/stories/digital-transformation/industrial-copilot.html"
"using AI","manufacturing","US","application",2015,"LandingAI",2015,"entity_inception","","Company founded","","","Andrew Ng's company focused on visual inspection and industrial AI.","https://landing.ai/"
"using AI","language & translation","Germany","application",2017,"DeepL",2017,"entity_inception","","Company founded","","","Best-known AI translation product for many professional users.","https://www.deepl.com/"
"using AI","language & translation","US","application",2006,"Google Translate",2006,"entity_inception","","Product active","","","Mass global translation infrastructure increasingly powered by modern AI.","https://translate.google.com/"
"using AI","defence & cyber war","US","application",2003,"Palantir",2003,"entity_inception","","Company founded","","","Defense and intelligence platform company central to AI-enabled battlefield software.","https://www.palantir.com/"
"using AI","defence & cyber war","US","application",2017,"Anduril",2017,"entity_inception","","Company founded","","","Autonomous defense systems company spanning sensing, drones, and software.","https://www.anduril.com/"
"using AI","defence & cyber war","Germany","application",2021,"Helsing",2021,"entity_inception","","Company founded","","","European defense AI company focused on battlefield intelligence and autonomy.","https://helsing.ai/"
"using AI","gaming & interactive media","US","application",2021,"Inworld AI",2021,"entity_inception","","Company founded","","","NPC and interactive-character AI platform for games and media.","https://inworld.ai/"
"using AI","gaming & interactive media","US","application",2019,"AI Dungeon",2019,"entity_inception","","Product launched","","","Early breakout example of generative interactive storytelling.","https://play.aidungeon.com/"
"using AI","gaming & interactive media","France","application",2024,"Ubisoft Neo NPC",2024,"entity_inception","","Prototype introduced","","","High-profile game-industry experiment in dynamic NPC behavior.","https://news.ubisoft.com/en-us/article/5rYBQ9IYhM4eDP2dQvJv0W"
